USPS|GEOID|GEOIDFQ|NAME|LOGRADE|HIGRADE|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
IL|1740260|9500000US1740260|Vienna School District 55|PK|08|240208044|2429172|92.745|0.938|37.404731|-88.846708
IL|1740350|9500000US1740350|SD 45 DuPage County|PK|08|19300971|210035|7.452|0.081|41.879186|-87.986215
IL|1740500|9500000US1740500|Glen Ellyn Community Consolidated School District 89|PK|08|20286783|724958|7.833|0.28|41.838979|-88.05911
IL|1740530|9500000US1740530|Wallace Community Consolidated School District 195|KG|08|126283928|352098|48.758|0.136|41.404405|-88.864464
IL|1740620|9500000US1740620|Waltham Community Consolidated School District 185|KG|08|132250915|475557|51.062|0.184|41.391423|-88.998285
IL|1740680|9500000US1740680|North Wamac School District 186|KG|08|15570737|27353|6.012|0.011|38.494973|-89.161799
IL|1741010|9500000US1741010|District 50 Schools|PK|08|19353932|34035|7.473|0.013|40.672784|-89.471008
IL|1741040|9500000US1741040|Washington School District 52|PK|08|86994322|0|33.589|0.|40.704653|-89.384323
IL|1741520|9500000US1741520|Calumet City School District 155|PK|08|5829583|0|2.251|0.|41.625004|-87.543724
IL|1741550|9500000US1741550|West Chicago School District 33|PK|08|62780275|1862638|24.24|0.719|41.874118|-88.211231
IL|1741600|9500000US1741600|West Lincoln-Broadwell Elementary School District 92|KG|08|178717320|1743329|69.003|0.673|40.12318|-89.426903
IL|1741700|9500000US1741700|West Northfield School District 31|KG|08|11087188|40314|4.281|0.016|42.104303|-87.869699
IL|1741790|9500000US1741790|Westchester School District 92-5|PK|08|7488597|0|2.891|0.|41.852461|-87.884318
IL|1741820|9500000US1741820|Western Springs School District 101|PK|08|6961028|562|2.688|0.|41.811384|-87.901929
IL|1742210|9500000US1742210|Wheeling Community Consolidated School District 21|PK|08|40217008|168606|15.528|0.065|42.131757|-87.934431
IL|1742300|9500000US1742300|Whiteside School District 115|PK|08|15101472|267687|5.831|0.103|38.54968|-89.951169
IL|1742510|9500000US1742510|Willow Grove School District 46|KG|08|29244730|62554|11.291|0.024|38.52322|-89.179112
IL|1742570|9500000US1742570|Willow Springs School District 108|KG|08|24565917|2685308|9.485|1.037|41.710376|-87.885956
IL|1742600|9500000US1742600|Wilmette School District 39|PK|08|12358682|28052|4.772|0.011|42.075756|-87.724124
IL|1742720|9500000US1742720|Winfield School District 34|PK|08|5566445|81893|2.149|0.032|41.870644|-88.159939
IL|1742840|9500000US1742840|Winnetka School District 36|PK|08|8956653|207366|3.458|0.08|42.107701|-87.740101
IL|1742900|9500000US1742900|Winthrop Harbor School District 1|PK|08|12048258|423796|4.652|0.164|42.479673|-87.822849
IL|1742960|9500000US1742960|Wolf Branch School District 113|KG|08|9784522|211082|3.778|0.081|38.560076|-89.981529
IL|1743020|9500000US1743020|Wood Dale School District 7|PK|08|12761251|244467|4.927|0.094|41.976537|-87.976477
IL|1743050|9500000US1743050|Wood River-Hartford Elementary School District 15|PK|08|22853768|3426559|8.824|1.323|38.824784|-90.098008
IL|1743110|9500000US1743110|Woodland Community Consolidated School District 50|PK|08|75931113|1797839|29.317|0.694|42.364412|-87.962519
IL|1743380|9500000US1743380|Worth School District 127|PK|08|6402954|79724|2.472|0.031|41.689227|-87.789998
IL|1743860|9500000US1743860|Zion Elementary School District 6|PK|08|16049242|238443|6.197|0.092|42.452135|-87.830963
IL|1799002|9500000US1799002|Bluford Unit School District 318 (KG-8) in Mount Vernon|KG|08|25414478|287170|9.813|0.111|38.279125|-88.750901
IL|1799003|9500000US1799003|Woodlawn Unit District 209 (KG-8) in Mount Vernon|KG|08|27856609|33472|10.755|0.013|38.337211|-88.973586
IL|1799007|9500000US1799007|Woodlawn Unit District 209 (KG-8) in Nashville|KG|08|4215114|0|1.627|0.|38.287269|-89.09016
KY|2100090|9500000US2100090|Anchorage Independent School District|KG|08|7746298|39589|2.991|0.015|38.269786|-85.537633
KY|2101590|9500000US2101590|East Bernstadt Independent School District|PK|08|13329705|42084|5.147|0.016|37.189595|-84.113287
KY|2105220|9500000US2105220|Science Hill Independent School District|PK|08|16159651|80210|6.239|0.031|37.176783|-84.624303
KY|2105460|9500000US2105460|Southgate Independent School District|PK|08|1763867|6649|0.681|0.003|39.06893|-84.474599
ME|2302510|9500000US2302510|Appleton|KG|08|84715932|1864235|32.709|0.72|44.297856|-69.270421
ME|2302850|9500000US2302850|Bar Harbor|KG|08|109404421|54057373|42.241|20.872|44.39747|-68.263808
ME|2302950|9500000US2302950|Beals|PK|08|14547139|110675135|5.617|42.732|44.446169|-67.602854
ME|2305380|9500000US2305380|East Range Community School District|PK|12|129734760|13538939|50.091|5.227|45.443121|-67.771928
ME|2306160|9500000US2306160|Great Salt Bay Community School District|KG|08|150096774|44491178|57.953|17.178|44.022351|-69.490756
ME|2306610|9500000US2306610|Hope|KG|08|56877134|4968364|21.96|1.918|44.241178|-69.188513
ME|2307100|9500000US2307100|Jonesport|PK|08|73850605|186061786|28.514|71.839|44.560759|-67.482234
ME|2307450|9500000US2307450|Lincolnville|KG|08|96729268|16329610|37.347|6.305|44.295443|-69.066425
ME|2308490|9500000US2308490|Mount Desert|KG|08|95549747|46577640|36.892|17.984|44.333639|-68.330405
ME|2311130|9500000US2311130|School Administrative District 28|KG|08|103292081|52174813|39.881|20.145|44.192686|-69.087587
ME|2312390|9500000US2312390|Southwest Harbor|KG|08|34995600|23767521|13.512|9.177|44.257451|-68.312819
ME|2312960|9500000US2312960|Tremont|KG|08|43602030|92021880|16.835|35.53|44.257024|-68.458219
ME|2314842|9500000US2314842|Limestone Public Schools|PK|12|104880050|775089|40.494|0.299|46.90692|-67.863006
MA|2500014|9500000US2500014|Chesterfield-Goshen School District|PK|06|124707744|2059099|48.15|0.795|42.403066|-72.825101
MA|2500043|9500000US2500043|Up-Island Regional School District|PK|08|127935634|345955048|49.396|133.574|41.342276|-70.710442
MA|2501740|9500000US2501740|Acushnet School District|PK|08|47725794|1350798|18.427|0.522|41.718217|-70.901151
MA|2501890|9500000US2501890|Amherst School District|PK|06|71546039|340031|27.624|0.131|42.363534|-72.507291
MA|2502520|9500000US2502520|Berkley School District|PK|08|42766736|2360515|16.512|0.911|41.838061|-71.077615
MA|2502880|9500000US2502880|Boxford School District|PK|06|61019180|2199594|23.56|0.849|42.683108|-71.027188
MA|2502970|9500000US2502970|Brewster School District|PK|05|59415916|6646461|22.941|2.566|41.747513|-70.066223
MA|2503060|9500000US2503060|Brimfield School District|PK|06|90056656|1421542|34.771|0.549|42.128176|-72.205352
MA|2503120|9500000US2503120|Brookfield School District|PK|06|40214973|2736279|15.527|1.056|42.180807|-72.107888
MA|2503330|9500000US2503330|Carlisle School District|PK|08|39560501|646536|15.274|0.25|42.536808|-71.361325
MA|2503720|9500000US2503720|Clarksburg School District|PK|08|32868764|267283|12.691|0.103|42.72272|-73.105818
MA|2503840|9500000US2503840|Concord School District|PK|08|63493112|3416644|24.515|1.319|42.462911|-71.364496
MA|2503900|9500000US2503900|Conway School District|PK|06|97696509|409457|37.721|0.158|42.508567|-72.707159
MA|2504080|9500000US2504080|Deerfield School District|PK|06|83924432|2717544|32.403|1.049|42.517967|-72.613139
MA|2504260|9500000US2504260|Dover School District|PK|05|39098445|837909|15.096|0.324|42.23416|-71.291167
MA|2504530|9500000US2504530|Eastham School District|PK|05|36176091|30406552|13.968|11.74|41.84157|-69.988926
MA|2504650|9500000US2504650|Oak Bluffs School District|PK|08|18875180|48244657|7.288|18.627|41.45716|-70.556101
MA|2504710|9500000US2504710|Erving School District|PK|06|35721726|1534900|13.792|0.593|42.613418|-72.426428
MA|2504920|9500000US2504920|Florida School District|PK|08|90769996|894356|35.046|0.345|42.69116|-73.011576
MA|2505610|9500000US2505610|Halifax School District|KG|06|41372591|3659389|15.974|1.413|42.002633|-70.863708
MA|2505760|9500000US2505760|Hancock School District|PK|06|92421765|177284|35.684|0.068|42.530004|-73.316635
MA|2506000|9500000US2506000|Hawlemont School District|PK|06|146951695|1151962|56.738|0.445|42.61045|-72.887735
MA|2506210|9500000US2506210|Holland School District|PK|06|31809129|1990947|12.282|0.769|42.046783|-72.180212
MA|2506540|9500000US2506540|Kingston School District|PK|06|48286877|4766946|18.644|1.841|41.987196|-70.741942
MA|2506810|9500000US2506810|Leverett School District|PK|06|59027908|425598|22.791|0.164|42.468898|-72.484579
MA|2506900|9500000US2506900|Lincoln School District|PK|08|36851156|1951692|14.228|0.754|42.425506|-71.310812
MA|2507290|9500000US2507290|Marion School District|PK|06|36589948|31161477|14.127|12.032|41.706839|-70.750958
MA|2507470|9500000US2507470|Mattapoisett School District|PK|06|44899221|17712366|17.336|6.839|41.661363|-70.812024
MA|2507830|9500000US2507830|Middleton School District|PK|06|34827994|2696524|13.447|1.041|42.610513|-71.007118
MA|2508220|9500000US2508220|Nahant School District|PK|06|2786307|37701159|1.076|14.556|42.41824|-70.932728
MA|2508530|9500000US2508530|New Salem-Wendell School District|PK|06|198420562|37047477|76.611|14.304|42.481325|-72.357872
MA|2508640|9500000US2508640|Norfolk School District|PK|06|38585031|1293044|14.898|0.499|42.116244|-71.329274
MA|2508880|9500000US2508880|Northborough School District|KG|08|47842596|705494|18.472|0.272|42.323342|-71.646236
MA|2509090|9500000US2509090|Edgartown School District|PK|08|69445843|248596065|26.813|95.983|41.375934|-70.48076
MA|2509180|9500000US2509180|Orange School District|PK|06|90816443|2460883|35.064|0.95|42.605437|-72.292074
MA|2509210|9500000US2509210|Orleans School District|KG|05|36683284|22167409|14.163|8.559|41.765676|-69.966195
MA|2509390|9500000US2509390|Pelham School District|KG|06|65017557|3740202|25.103|1.444|42.371648|-72.412488
MA|2509540|9500000US2509540|Petersham School District|KG|06|140465049|36294405|54.234|14.013|42.459222|-72.216335
MA|2509690|9500000US2509690|Plainville School District|PK|06|28458092|1350452|10.988|0.521|42.012838|-71.336188
MA|2509780|9500000US2509780|Plympton School District|KG|06|38023287|1099161|14.681|0.424|41.9591|-70.802753
MA|2510080|9500000US2510080|Richmond School District|PK|08|48450058|840963|18.707|0.325|42.383497|-73.359187
MA|2510140|9500000US2510140|Rochester School District|PK|06|86945154|6376775|33.57|2.462|41.760864|-70.838956
MA|2510230|9500000US2510230|Rowe School District|PK|06|60704189|1519657|23.438|0.587|42.695532|-72.909148
MA|2510530|9500000US2510530|Savoy School District|PK|06|92857738|461595|35.853|0.178|42.594166|-73.02232
MA|2510710|9500000US2510710|Sherborn School District|PK|05|40890895|952549|15.788|0.368|42.231947|-71.372963
MA|2510800|9500000US2510800|Shutesbury School District|PK|06|68667035|1563521|26.512|0.604|42.456968|-72.417244
MA|2510860|9500000US2510860|Somerset School District|PK|08|20456372|10340080|7.898|3.992|41.738483|-71.165053
MA|2510950|9500000US2510950|Southampton School District|PK|06|72904072|2082889|28.148|0.804|42.226949|-72.741588
MA|2510980|9500000US2510980|Southborough School District|PK|08|36285338|3920482|14.01|1.514|42.299625|-71.528427
MA|2511310|9500000US2511310|Sturbridge School District|PK|06|96428781|4497561|37.231|1.737|42.104813|-72.087738
MA|2511340|9500000US2511340|Sudbury School District|PK|08|62861132|1234752|24.271|0.477|42.383367|-71.42107
MA|2511370|9500000US2511370|Sunderland School District|PK|06|36830578|1338347|14.22|0.517|42.466691|-72.546751
MA|2511670|9500000US2511670|Topsfield School District|PK|06|30815148|2337347|11.898|0.902|42.641387|-70.943385
MA|2511730|9500000US2511730|Truro School District|PK|06|54268860|13686727|20.953|5.284|42.013557|-70.064151
MA|2511940|9500000US2511940|Wales School District|PK|06|40799512|598303|15.753|0.231|42.061313|-72.234411
MA|2512300|9500000US2512300|Wellfleet School District|KG|05|51240906|40455533|19.784|15.62|41.916805|-70.0271
MA|2512570|9500000US2512570|Tisbury School District|PK|08|16884798|32603666|6.519|12.588|41.473071|-70.617422
MA|2512690|9500000US2512690|Westhampton School District|PK|06|70388192|478375|27.177|0.185|42.314078|-72.777977
MA|2512870|9500000US2512870|Whately School District|PK|06|52201447|1326736|20.155|0.512|42.430995|-72.642437
MA|2512990|9500000US2512990|Williamsburg School District|PK|06|66137923|356904|25.536|0.138|42.405414|-72.726043
MA|2513260|9500000US2513260|Worthington School District|PK|12|82767303|379824|31.957|0.147|42.397559|-72.943392
MA|2513290|9500000US2513290|Wrentham School District|PK|06|56219360|2341255|21.706|0.904|42.052671|-71.356858
MA|2513321|9500000US2513321|Farmington River Regional School District|PK|06|226269725|9449808|87.363|3.649|42.151092|-73.113207
MA|2513323|9500000US2513323|Warwick School District|PK|06|96733119|807713|37.349|0.312|42.679971|-72.339882
MI|2600010|9500000US2600010|Sigel Township School District 3F|KG|12|60214132|538808|23.249|0.208|43.863884|-82.855191
MI|2600011|9500000US2600011|Sigel Township School District 4F|KG|12|20380562|3651|7.869|0.001|43.847366|-82.797431
MI|2600105|9500000US2600105|Big Jackson School District|KG|12|153413846|367511|59.233|0.142|43.770023|-85.723582
MI|2603270|9500000US2603270|Arvon Township School District|KG|12|321067708|210662233|123.965|81.337|46.890391|-88.165068
MI|2603660|9500000US2603660|Autrain-Onota Public Schools|PK|12|391744715|3697583004|151.253|1427.645|46.530958|-87.015782
MI|2603960|9500000US2603960|Bangor Township School District 8|KG|12|10360944|126827|4.|0.049|42.301959|-86.179842
MI|2605100|9500000US2605100|Berlin Township School District 3|KG|12|15685941|91931|6.056|0.035|42.893321|-85.083685
MI|2606300|9500000US2606300|Bois Blanc Pines School District|KG|12|90947005|40616330|35.115|15.682|45.770763|-84.477959
MI|2609630|9500000US2609630|Church School District|KG|12|19892011|72333|7.68|0.028|43.876603|-82.971221
MI|2610230|9500000US2610230|Colfax Township School District 1F|KG|12|14421046|6519|5.568|0.003|43.841997|-82.996989
MI|2612660|9500000US2612660|Easton Township School District 6|KG|12|11379444|2980|4.394|0.001|43.019936|-85.09628
MI|2613140|9500000US2613140|Elm River Township School District|KG|12|236372191|5154848|91.264|1.99|46.892615|-88.843979
MI|2613680|9500000US2613680|Excelsior Township School District 1|KG|12|46551352|1080674|17.974|0.417|44.705508|-85.025372
MI|2615510|9500000US2615510|Glenn Public School District|KG|12|11445535|40347|4.419|0.016|42.512874|-86.223007
MI|2616560|9500000US2616560|Grant Township School District 2|KG|12|308738105|216336834|119.204|83.528|47.397562|-87.895235
MI|2617340|9500000US2617340|Hagar Township School District 6|KG|12|6642128|102195|2.565|0.039|42.17228|-86.394082
MI|2619290|9500000US2619290|Ionia Township School District 2|KG|12|7305686|14205|2.821|0.005|43.011273|-85.069737
MI|2622830|9500000US2622830|Mar Lee School District|KG|12|96147650|912337|37.123|0.352|42.309569|-84.878629
MI|2624540|9500000US2624540|Moran Township School District|KG|12|330410519|60613803|127.572|23.403|46.019068|-84.947513
MI|2626100|9500000US2626100|Nottawa Community School|KG|12|42728268|2574748|16.497|0.994|41.92157|-85.438806
MI|2626430|9500000US2626430|Oneida Township School District 3|KG|12|7299048|0|2.818|0.|42.704636|-84.77116
MI|2629190|9500000US2629190|Powell Township Schools|PK|12|512371339|1748933348|197.828|675.267|46.865461|-87.77534
MI|2631830|9500000US2631830|Sigel Township School District 6|KG|12|16648196|122067|6.428|0.047|43.810511|-82.830728
MI|2632070|9500000US2632070|Sodus Township School District 5|KG|12|6569529|397131|2.537|0.153|42.035308|-86.389405
MI|2632970|9500000US2632970|Stanton Township Public Schools|KG|12|317116015|3434409|122.439|1.326|47.113253|-88.78123
MI|2634860|9500000US2634860|Verona Township School District 1F|KG|12|17687451|8368|6.829|0.003|43.798789|-82.870657
MI|2635790|9500000US2635790|Wells Township School District|KG|12|389171415|1837452|150.26|0.709|46.063798|-87.48136
MN|2700388|9500000US2700388|Round Lake-Brewster Public Schools|PK|12|355443059|7317482|137.237|2.825|43.641511|-95.47369
MN|2707110|9500000US2707110|Browns Valley Public School District|PK|12|120256292|18198228|46.431|7.026|45.651305|-96.750555
MN|2715540|9500000US2715540|Ivanhoe Public School District|PK|12|374309273|10054252|144.522|3.882|44.46764|-96.231042
MN|2718390|9500000US2718390|Lynd Public School District|PK|12|186733948|816941|72.098|0.315|44.403305|-95.927624
MN|2721210|9500000US2721210|Milroy Public School District|PK|12|227252966|1020525|87.743|0.394|44.434415|-95.530739
MN|2728960|9500000US2728960|Pine Point Public School District|PK|08|11191797|2071546|4.321|0.8|46.985338|-95.400015
MN|2733720|9500000US2733720|Nett Lake Public School District|PK|12|248052568|29524347|95.774|11.399|48.129911|-93.176954
MO|2903040|9500000US2903040|Altenburg 48 School District|KG|12|147970897|10291090|57.132|3.973|37.642027|-89.572515
MO|2904080|9500000US2904080|Avenue City R-IX School District|KG|12|49865044|954774|19.253|0.369|39.854839|-94.753282
MO|2904110|9500000US2904110|Avilla R-XIII School District|PK|12|170807514|582616|65.949|0.225|37.206909|-94.136281
MO|2904590|9500000US2904590|Belleview R-III School District|PK|12|325156854|238785|125.544|0.092|37.675358|-90.818418
MO|2905190|9500000US2905190|Blackwater R-II School District|PK|12|194319840|2881015|75.027|1.112|38.975965|-92.989444
MO|2905400|9500000US2905400|Boncl R-X School District|KG|12|98229634|3667982|37.927|1.416|39.381201|-91.024773
MO|2906540|9500000US2906540|Callao C-8 School District|KG|12|152583374|951388|58.913|0.367|39.776492|-92.650822
MO|2907320|9500000US2907320|Nell Holcomb R-IV School District|KG|12|147159229|8070174|56.818|3.116|37.407672|-89.508883
MO|2908340|9500000US2908340|Centerville R-I School District|KG|12|295295546|608729|114.014|0.235|37.416701|-90.928649
MO|2908790|9500000US2908790|Livingston County R-III School District|PK|12|168694897|1130133|65.133|0.436|39.925326|-93.479233
MO|2909090|9500000US2909090|Clarksburg C-2 School District|KG|12|126889237|264307|48.992|0.102|38.675948|-92.69002
MO|2910230|9500000US2910230|Cowgill R-VI School District|KG|12|88377403|544112|34.123|0.21|39.575461|-93.934141
MO|2910470|9500000US2910470|Davis R-XII School District|KG|12|206415111|9366670|79.697|3.616|38.342477|-93.93692
MO|2910650|9500000US2910650|North Wood R-IV School District|PK|12|307315700|1982582|118.655|0.765|37.717562|-91.421458
MO|2910710|9500000US2910710|Dent-Phelps R-III School District|PK|12|446003349|1072611|172.203|0.414|37.696455|-91.692994
MO|2911010|9500000US2911010|Skyline R-II School District|KG|12|312667269|345542|120.722|0.133|36.937068|-92.445421
MO|2911040|9500000US2911040|Plainview R-VIII School District|KG|12|134416581|153815|51.899|0.059|36.872022|-92.824034
MO|2911160|9500000US2911160|East Lynne 40 School District|KG|12|99074863|841995|38.253|0.325|38.668902|-94.199578
MO|2911850|9500000US2911850|Fairview R-XI School District|PK|12|245280480|252118|94.703|0.097|36.705323|-92.018633
MO|2912450|9500000US2912450|Spring Bluff R-XV School District|KG|12|166341091|187077|64.225|0.072|38.295468|-91.223394
MO|2912480|9500000US2912480|Strain-Japan R-XVI School District|KG|12|111977844|348273|43.235|0.134|38.247325|-91.324248
MO|2912510|9500000US2912510|Franklin County R-II School District|KG|12|146253801|264611|56.469|0.102|38.549645|-91.283321
MO|2912720|9500000US2912720|Gasconade C-4 School District|KG|12|235627612|1709057|90.976|0.66|37.62423|-92.39771
MO|2912840|9500000US2912840|Gilliam C-4 School District|KG|12|80708918|1929349|31.162|0.745|39.245392|-92.984315
MO|2913260|9500000US2913260|Green Forest R-II School District|KG|12|386118457|560377|149.081|0.216|37.517583|-91.64495
MO|2913440|9500000US2913440|Pleasant View R-VI School District|PK|12|162238253|150004|62.641|0.058|40.038734|-93.545911
MO|2914520|9500000US2914520|Holliday C-2 School District|KG|12|161218493|1036293|62.247|0.4|39.508357|-92.132243
MO|2915060|9500000US2915060|Junction Hill C-12 School District|PK|12|261675791|112077|101.034|0.043|36.808632|-91.740883
MO|2915180|9500000US2915180|Glenwood R-VIII School District|PK|12|265227742|869365|102.405|0.336|36.565011|-91.831558
MO|2915210|9500000US2915210|Howell Valley R-I School District|KG|12|160423657|379692|61.94|0.147|36.67103|-91.771945
MO|2915240|9500000US2915240|Hudson R-IX School District|KG|12|197035895|1616580|76.076|0.624|38.184518|-94.132039
MO|2916230|9500000US2916230|Jefferson County R-VII School District|PK|12|138102005|4284604|53.321|1.654|38.137574|-90.349862
MO|2916470|9500000US2916470|Kelso C-7 School District|PK|12|124101283|812478|47.916|0.314|37.163173|-89.577147
MO|2916620|9500000US2916620|Kingston 42 School District|PK|12|59408757|423715|22.938|0.164|39.640682|-94.041917
MO|2916710|9500000US2916710|Kirbyville R-VI School District|PK|12|131381203|6448935|50.727|2.49|36.56812|-93.11792
MO|2917000|9500000US2917000|Laclede County C-5 School District|PK|12|203881411|544094|78.719|0.21|37.710709|-92.75911
MO|2917910|9500000US2917910|Laredo R-VII School District|PK|12|126471223|902047|48.831|0.348|40.004207|-93.424597
MO|2918330|9500000US2918330|Leesville R-IX School District|PK|12|108845833|11868839|42.026|4.583|38.325696|-93.594513
MO|2919200|9500000US2919200|Lonedell R-XIV School District|KG|12|170537560|302834|65.845|0.117|38.272782|-90.833661
MO|2919950|9500000US2919950|Manes R-V School District|KG|12|161584131|1119918|62.388|0.432|37.362406|-92.331207
MO|2920340|9500000US2920340|Mark Twain R-VIII School District|KG|12|249593014|3412045|96.368|1.317|36.584362|-92.85033
MO|2920840|9500000US2920840|Miami R-I School District|PK|12|295115485|6808365|113.945|2.629|39.288997|-93.188147
MO|2920880|9500000US2920880|Middle Grove C-1 School District|KG|12|88976577|125599|34.354|0.048|39.393166|-92.267131
MO|2921030|9500000US2921030|Mirabile C-1 School District|KG|12|82031992|695208|31.673|0.268|39.611952|-94.154254
MO|2921060|9500000US2921060|Missouri City 56 School District|KG|12|23970806|1212924|9.255|0.468|39.237033|-94.312345
MO|2921150|9500000US2921150|High Point R-III School District|KG|12|120882887|465589|46.673|0.18|38.491692|-92.584192
MO|2921180|9500000US2921180|Moniteau County R-V School District|KG|12|120653542|418061|46.585|0.161|38.546694|-92.677073
MO|2922110|9500000US2922110|New York R-IV School District|KG|12|101846150|530115|39.323|0.205|39.668386|-93.923758
MO|2923040|9500000US2923040|Oak Hill R-I School District|KG|12|366808055|220528|141.625|0.085|37.502073|-91.442973
MO|2923370|9500000US2923370|Thornfield R-I School District|KG|12|275658863|1595499|106.432|0.616|36.704776|-92.676562
MO|2923790|9500000US2923790|Pemiscot County R-III School District|KG|12|125127800|13730310|48.312|5.301|36.13535|-89.690139
MO|2924690|9500000US2924690|Pettis County R-XII School District|KG|12|61646755|592205|23.802|0.229|38.73942|-93.309603
MO|2925080|9500000US2925080|Phelps County R-III School District|PK|12|366879443|416889|141.653|0.161|37.705061|-91.909421
MO|2926040|9500000US2926040|Raymondville R-VII School District|PK|12|225059559|4300|86.896|0.002|37.36423|-91.787373
MO|2926190|9500000US2926190|Renick R-V School District|PK|12|121425068|27161|46.882|0.01|39.322043|-92.402146
MO|2926370|9500000US2926370|Richards R-V School District|PK|12|208435440|237505|80.477|0.092|36.802319|-91.963723
MO|2926550|9500000US2926550|Ripley County R-III School District|KG|12|236905347|160984|91.47|0.062|36.568449|-91.023631
MO|2926580|9500000US2926580|Ripley County R-IV School District|KG|12|430750273|1471080|166.314|0.568|36.700098|-90.995978
MO|2926940|9500000US2926940|Roscoe C-1 School District|KG|12|179890886|5074756|69.456|1.959|37.977589|-93.824745
MO|2927330|9500000US2927330|Hardeman R-X School District|KG|12|153181153|4446492|59.144|1.717|39.095031|-92.991286
MO|2927450|9500000US2927450|Orearville R-IV School District|KG|12|154663935|918008|59.716|0.354|39.180094|-93.030891
MO|2928080|9500000US2928080|Shawnee R-III School District|KG|12|153161299|1025954|59.136|0.396|38.498849|-93.77795
MO|2928200|9500000US2928200|Shell Knob 78 School District|KG|12|128294273|23204360|49.535|8.959|36.626345|-93.600881
MO|2928770|9500000US2928770|Spickard R-II School District|KG|12|116231387|52972|44.877|0.02|40.236257|-93.567665
MO|2929670|9500000US2929670|Strasburg C-3 School District|KG|12|81812312|1268582|31.588|0.49|38.76634|-94.184341
MO|2929730|9500000US2929730|Success R-VI School District|PK|12|244769034|550609|94.506|0.213|37.44079|-92.057691
MO|2929820|9500000US2929820|Sunrise R-IX School District|KG|12|103721576|834599|40.047|0.322|38.056963|-90.54974
MO|2929850|9500000US2929850|Swedeborg R-III School District|PK|12|81613285|346465|31.511|0.134|37.920871|-92.358129
MO|2929910|9500000US2929910|Taneyville R-II School District|KG|12|128808547|116124|49.733|0.045|36.737914|-93.054924
MO|2931230|9500000US2931230|Richwoods R-VII School District|PK|12|200595492|976925|77.45|0.377|38.158576|-90.846153
MO|2931890|9500000US2931890|Westview C-6 School District|PK|12|48510806|0|18.73|0.|36.840452|-94.516458
MT|3000002|9500000US3000002|Somers Elementary School District|PK|08|207900540|91989615|80.271|35.517|48.039081|-114.21757
MT|3000003|9500000US3000003|Cut Bank Elementary School District|PK|08|1612308042|12401907|622.516|4.788|48.704068|-112.417764
MT|3000004|9500000US3000004|Mountain View Elementary School District|PK|08|31547352|11542|12.181|0.004|48.732525|-112.618921
MT|3000005|9500000US3000005|Helena Elementary School District|PK|08|935491647|17957305|361.195|6.933|46.684442|-112.005392
MT|3000006|9500000US3000006|Broadus Elementary School District|PK|08|5894098593|1046573|2275.724|0.404|45.408926|-105.555344
MT|3000007|9500000US3000007|South Stacey Elementary School District|PK|08|723324276|242313|279.277|0.094|45.694687|-105.865332
MT|3000008|9500000US3000008|Ashland Elementary School District|PK|08|1888135556|116302|729.013|0.045|45.51628|-106.201936
MT|3000090|9500000US3000090|Noxon Elementary School District|PK|08|788674324|12549775|304.509|4.845|48.08321|-115.845242
MT|3000093|9500000US3000093|Liberty Elementary School District|PK|08|41521923|91445|16.032|0.035|48.714445|-111.186022
MT|3000094|9500000US3000094|West Glacier Elementary School District|PK|08|1616363295|39974940|624.081|15.434|48.451776|-113.592385
MT|3000096|9500000US3000096|North Star Elementary School District|PK|08|2565654088|11973243|990.605|4.623|48.625491|-110.374575
MT|3000098|9500000US3000098|Chester-Joplin-Inverness Elementary School District|PK|08|4479701291|45768518|1729.622|17.671|48.572931|-110.954621
MT|3000932|9500000US3000932|Shields Valley Elementary School District|PK|08|2027280797|2989795|782.738|1.154|45.972893|-110.608697
MT|3001710|9500000US3001710|Absarokee Elementary School District|PK|08|735155160|1196954|283.845|0.462|45.502167|-109.494043
MT|3001950|9500000US3001950|Alzada Elementary School District|PK|08|2737767650|7268084|1057.058|2.806|45.203101|-104.417307
MT|3001980|9500000US3001980|Amsterdam Elementary School District|PK|08|198845078|59586|76.775|0.023|45.727249|-111.374626
MT|3002010|9500000US3002010|Anaconda Elementary School District|PK|08|904095691|10021415|349.073|3.869|46.137309|-113.001796
MT|3002070|9500000US3002070|Anderson Elementary School District|PK|08|20472792|1418|7.905|0.001|45.592358|-111.109417
MT|3002220|9500000US3002220|Arlee Elementary School District|PK|08|709862479|2260012|274.079|0.873|47.158552|-113.952192
MT|3002300|9500000US3002300|Arrowhead Elementary School District|PK|08|1592286097|5240501|614.785|2.023|45.384414|-110.697416
MT|3002430|9500000US3002430|Augusta Elementary School District|PK|08|3067441671|22902518|1184.346|8.843|47.482052|-112.615414
MT|3002490|9500000US3002490|Auchard Creek Elementary School District|PK|08|182171415|369146|70.337|0.143|47.30418|-112.212474
MT|3002550|9500000US3002550|Avon Elementary School District|PK|08|708177420|1607730|273.429|0.621|46.659451|-112.61914
MT|3002570|9500000US3002570|Ayers Elementary School District|PK|08|118419101|191190|45.722|0.074|47.082866|-108.964342
MT|3002820|9500000US3002820|Basin Elementary School District|PK|08|406839354|50100|157.082|0.019|46.290605|-112.388976
MT|3002850|9500000US3002850|Smith Valley Elementary School District|PK|08|71125461|71944|27.462|0.028|48.186906|-114.459241
MT|3003000|9500000US3003000|Bear Paw Elementary School District|PK|08|1567359226|1138489|605.161|0.44|48.158333|-109.348582
